gene	g4_fc	padj	location	rna_fc	label
DSCAML1	8.44040697304543	NA	Intron	0.614798170253645	NA
DSEL-AS1	-0.608439712472297	1	Intergenic	0.354136637121414	NA
DTNB	2.12973193718671	0.985953956074378	Intron	-0.0783418467557954	NA
DTNBP1	-8.54613550406501	0.0344314628828522	Intron	-0.143331520321689	NA
DTX1	-0.63380958614733	NA	Intron	-0.264213300444353	NA
DYNC1LI1	-8.58069247361947	NA	Intron	-0.545927808380124	NA
DYNC2LI1	13.4485788351078	NA	Intron	-0.250421915376448	NA
EAF1	-14.9562266256975	NA	UTR	-0.1015674351952	NA
EBF1	-9.06722338870948	NA	Intron	0.899843438606498	EBF1
ECHDC1	-22.4474317632349	NA	Intron	-0.36782698272129	NA
EDEM3	1.44518886381714	NA	Intergenic	-0.113724521859487	NA
EEA1	-3.57129927076411	NA	Intron	-0.207078271415781	NA
EFCAB6-AS1	-7.63707996514589	0.0700728911222095	Intron	-1.39573942369408	NA
EFCAB9	0	1	Intron	-0.263926798676153	NA
EFHB	0	1	Intergenic	0.386951717446822	NA
EFHC1	-0.144776415631149	NA	Promoter	-0.39156704565634	NA
EGLN3	8.91459792440757	NA	Intergenic	0.0986259346268216	NA
EHMT2-AS1	3.34646370799002	NA	UTR	-0.654386098999704	NA
EIF3J	-1.53280366625826	1	Intron	-0.607166549711746	NA
EIF4A2	-0.573877597391934	1	Intron	-0.308637439876513	NA
EIF4ENIF1	0.140983649556664	NA	Intron	-0.286455799701647	NA
EIPR1	8.24956746898123	0.0490582426580192	Intron	0.140636364644975	NA
ELF2	7.90467527385096	NA	Intron	-0.405350159202482	NA
ELL	-5.410359783406	0.0771811005971245	Promoter	-0.0828957049347437	NA
ELMO2	-21.5278684093415	NA	Intron	0.0931582920991927	NA
ELMOD1	-0.768773724520687	NA	Intron	-0.638079854290687	NA
ELMOD3	-8.36228541716771	NA	UTR	-0.141281315844001	NA
ELN	-5.01425919888293	NA	Intron	-1.33850980878811	NA
ELP4	-7.8145522189361	NA	Intron	-0.0403684577195422	NA
EMB	-8.80449457613733	0.0450761155576392	Intron	1.02325213306861	EMB
EMC10	7.65158207238949	NA	Intron	-0.573176178313006	NA
EMP2	4.69557751548397	NA	Exon	-2.01729291520707	NA
ENO1	-6.1466219169546	NA	Promoter	-0.492132390071827	NA
ENOPH1	-0.813231354040519	NA	Intergenic	-0.288293269241977	NA
ENOSF1	18.5020431227679	NA	Intron	-0.417561854445293	NA
ENOX2	-6.17824995055979	NA	Intron	-0.0466934390251236	NA
ENSA	4.92553226742136	NA	Promoter	-0.0602116561055825	NA
ENTPD6	21.3183312015464	NA	Exon	-0.179790744366754	NA
EPB41L1	5.81360106712141	NA	Intron	-0.287334877541336	NA
EPHA2	1.13291484786572	NA	Promoter	0.517774668847347	NA
EPHA3	1.2384872472035	1	Intergenic	0.131526504084259	NA
EPHA4	-0.685067400505702	1	Intron	0.193283009197577	NA
ERRFI1	7.54375198006259	0.0631053267351674	Promoter	0.117613961684028	NA
ESRRB	-7.28142224055522	NA	Intron	0.156432433627694	NA
ESRRG	-21.8102265204122	NA	Intron	-0.292654998257004	NA
ETNK1	-15.1704610122213	NA	Intron	0.131232553665058	NA
ETV1	-7.28581089260924	0.171340360478106	Intron	-0.126809456005881	NA
ETV5	-8.57970414688652	0.0345683251624032	Intron	-0.0242490091155331	NA
EVC2	-19.9756059906503	NA	Intron	0.495287567077461	EVC2
EVI5	-21.3684885292694	NA	Intron	-0.288213252407342	NA
EWSR1	-2.80814839260574	0.372512009707934	Promoter	-0.114223534920723	NA
EXOC5	7.0418029097121	NA	Promoter	-0.353146032901595	NA
EXOG	-9.17590166434244	NA	Exon	-0.400755567672647	NA
EXPH5	4.84897217991079	NA	UTR	0.258420328567071	NA
EXTL3-AS1	0.458844013733946	1	Promoter	0.459776451755726	NA
EYS	2.34743698274963	NA	Intron	0.508325774623524	NA
EZH2	-7.55425663489001	NA	Promoter	-0.753245646917526	NA
FAM133B	3.41390254891055	NA	Promoter	-0.247341815706944	NA
FAM135B	6.93529554607384	NA	Intron	-0.119803365417454	NA
FAM171A2	8.13361237884916	NA	Exon	0.0475866289654449	NA
FAM210A	0.71839936904819	1	Exon	-0.077735625656478	NA
FAM222A	-3.31963419561489	NA	Intron	-0.161303598269894	NA
FAM3C	8.23911952675451	NA	Exon	-0.0932028383079222	NA
FAM83D	-6.71226744123489	NA	UTR	-1.79053255285999	NA
FAM86FP	-5.75166687554319	NA	Promoter	0.103976137216515	NA
FAR2	0	NA	Intergenic	-0.486336936257692	NA
FASTK	3.43382391857704	NA	Promoter	-0.72460436673176	NA
FAT3	-5.86487395741849	NA	Intron	-0.149113163690778	NA
FBRSL1	1.94952651815405	NA	Intron	0.312284231111572	NA
FBXL14	-8.60666405090956	0.0328342920264512	Intron	-0.708531324824457	NA
FBXL15	1.06526591828775	NA	Promoter	-1.20210426705812	NA
FBXO21	8.73334201343528	NA	Intron	-0.420591672470057	NA
FBXO22	-6.53374161010874	NA	Intron	0.430652949633189	NA
FBXO32	-8.89526552087607	0.0661602742221681	Intergenic	0.207751409695584	NA
FBXO48	5.79985269782395	NA	Intergenic	-0.849145202646174	NA
FDPS	-2.58043227996676	NA	Exon	-0.190123509617434	NA
FEM1C	-8.33165698298364	NA	Intergenic	0.0564038610526063	NA
FERMT1	21.0908432733266	NA	Intron	-0.474736231426229	NA
FGD4	7.75632366506321	NA	Promoter	0.153592040501337	NA
FGF2	7.76466626537899	NA	Intron	0.218654024531233	NA
FGFR2	-6.59821659843444	NA	Intergenic	0.417493201393304	NA
FGFR3	0.446118766688554	NA	Intergenic	0.330601527071263	NA
FIGN	8.34429014119328	NA	Intron	-0.0806550162342734	NA
FILIP1	-7.66148640917247	NA	Exon	0.577995682514292	NA
FIRRE	5.14856515367956	NA	Exon	0.923982038298207	NA
FKBP10	7.85813821535537	0.0344512798559998	UTR	-0.413841957621641	NA
FLCN	6.11096270629035	0.0400615981919775	Promoter	0.173068495950585	NA
FLNB	0.333976516094926	NA	Intron	-0.29167340696853	NA
FLT1	5.25509823362394	NA	Intron	0.621261778200631	NA
FLT3LG	-8.90230789245507	0.0593111022286735	Promoter	-0.657605352029255	NA
FMN2	-4.47374319449764	NA	UTR	-0.0367281960887304	NA
FNDC3A	19.5249286385904	NA	Intron	-0.0418203632400665	NA
FNDC3B	-7.23592405726686	0.0610941170538311	Intron	-0.181044847720231	NA
FOLH1	-5.07570356186903	NA	Intron	-0.947862438521542	NA
FOXK1	6.50591923257595	0.0441118306492639	Intron	-0.00196276018013237	NA
FOXP1-AS1	-9.32769276084743	0.0629415261298177	Intron	-0.153339744066518	NA
FRMD4B	2.0513019782562	NA	Intron	-0.672443933973173	NA
FRY-AS1	19.149716165167	NA	Intron	0.949455247816798	NA
FRZB	-17.6900640986139	NA	UTR	0.544453984083246	FRZB
FSIP2-AS2	0.151398623306246	NA	Intergenic	-0.722453375155776	NA
FXYD6-FXYD2	4.91300764456915	NA	Intron	0.078538747396259	NA
FXYD7	-7.6590157311178	NA	Promoter	-0.214489760767177	NA
FZD1	2.54792538364146	NA	Intron	-0.405066435475669	NA
GABBR2	-5.40763537709083	NA	Intron	-0.129399558664965	NA
GACAT2	-0.535395318695224	NA	Intron	-0.65168663639654	NA
GAL3ST4	-7.21440826401418	NA	UTR	0.570688746763364	NA
GALNT1	20.7867915546458	NA	Intergenic	-0.182453535158471	NA
GALNT16	-0.684842397766594	1	UTR	-0.666448822980563	NA
GALNT17	9.19112427980516	NA	Intergenic	0.851242268218156	NA
GALNT7	-4.43187732315566	NA	Intron	-0.289214207148127	NA
GALNTL6	-18.968054797942	NA	Intron	0.494354517515292	GALNTL6
GAMT	1.24852840086965	1	UTR	-1.05723503774178	NA
GAS1	-16.0721989285852	NA	Intergenic	-0.667070260522334	NA
GAS1RR	-1.70724959456403	NA	Intron	-1.0246837251508	NA
GAS2L3	-8.04402653468539	0.0443658889405056	Intron	-2.22679911941357	NA
GCFC2	-5.12638705987333	NA	Exon	-0.131606402942678	NA
GDAP1	8.14373705654099	NA	UTR	0.0456176814584153	NA
GDF6	0	1	Intron	-0.933125023211179	NA
GDPD5	-2.05358990630835	NA	Promoter	-0.412386172217389	NA
GFPT2	22.4856929272362	NA	Intron	-0.133345593666224	NA
GGCT	14.604166882531	NA	Exon	-1.04689154480816	GGCT
GGH	6.40410625457006	NA	Intron	-1.78569748368741	NA
GGPS1	20.7133541534829	NA	Intron	-0.471809736822652	NA
GGT7	-8.42674695500832	0.0379252716199222	UTR	-0.332527780258538	NA
GHET1	-0.338607991679175	NA	Intergenic	-0.726713569761879	NA
GHITM	19.8562893935529	NA	Intergenic	-0.487213393373425	NA
GHR	6.30128012462243	NA	Intron	0.00923563028566191	NA
GIGYF2	-1.63951739058684	NA	Promoter	0.0538536130507318	NA
GIPC2	2.95512372838627	NA	Intron	0.560399794851869	NA
GJB7	7.06036573738802	NA	Promoter	0.108669866658971	NA
GK5	-7.32155175027379	0.0456693379356607	Intron	-0.562234961920893	NA
GLB1L	-3.96294712224149	0.268731778581222	Promoter	-0.178443887124443	NA
GLI3	-8.8032352348576	NA	Intron	0.0380777222030703	NA
GLT8D1	9.02211712702612	NA	Intron	-0.954415366534693	GLT8D1
GLYATL2	1.34085458236074	NA	Intron	0.988340015830725	NA
GMDS	5.54264410229891	NA	Intron	0.033015503054352	NA
GNA12	-1.06409026658145	NA	Intron	-0.0453964251051234	NA
GNAI1	-0.243299700865636	NA	Intron	0.0198907905105101	NA
GNAO1	-14.9967111740242	NA	Promoter	0.132091270987669	NA
GNAT2	-6.68268840567809	NA	Intergenic	0.295874839491193	NA
GNAZ	-1.15293735650979	NA	Intergenic	-0.547774539565499	NA
GNB2	-5.29864209077522	NA	Exon	-1.10022649752111	NA
GOLGA3	-22.887920704993	NA	Intron	-0.0128559961704717	NA
GOLGA5	-1.18449533614539	NA	Intron	-0.164856890976605	NA
GOLIM4	3.10577768445017	NA	Intergenic	-0.246631224888596	NA
GOLM2	7.47034361023287	NA	Intron	-0.251649189827592	NA
GOLPH3	6.62917822524798	NA	Intron	-0.298349872281666	NA
GORAB	0	1	Intergenic	-0.314666575412671	NA
GPATCH2	-15.3155955864518	NA	Intron	-0.189697733592739	NA
GPBP1	-4.60103062151855	NA	Intron	-0.192446628054246	NA
GPC5	9.20749384641639	NA	Intron	-0.0234198444863884	NA
GPM6A	-8.25195678124674	NA	Intron	-0.0295233034098993	NA
GPR137C	5.09377437842217	0.395263013784074	Intron	-0.680419976505448	NA
GPR139	-7.4529641990689	NA	Intergenic	-0.707304341615082	NA
GPR143	-8.67143947960668	NA	Intron	0.296203352425209	NA
GPR158-AS1	6.47760843192953	NA	Intron	-0.464436016927649	NA
GRB10	6.91220127175965	NA	Intron	0.0471850220748731	NA
GRID1	0.372929360860682	NA	Intron	0.122340400578406	NA
GRID2	9.24890352446283	0.0427249848463924	Intron	0.752928255181735	NA
GRIK2	3.44451388436456	NA	Intron	-0.240862417025064	NA
GRIK3	0.276730949201468	1	Intron	0.240400542854053	NA
GRIK4	8.79064485108354	NA	Intron	0.117252441663069	NA
GRM3	-0.00270356819009898	NA	Intergenic	0.742825898028787	NA
GSC	0.209687914328232	1	Intergenic	-0.850239115887079	NA
GSDME	21.8930890329292	NA	UTR	-0.242713277573375	NA
GSG1L	-24.1784171924935	NA	Intron	0.299724324403514	NA
GSTZ1	8.08980649436342	NA	UTR	-0.301510747051747	NA
GTF2I	-8.60902886438134	0.0662620571418521	Intron	-0.0572133426821297	NA
GTF2IRD1	-1.35502809735889	NA	Intron	-0.233718701238096	NA
GTF3C1	1.53082299455685	NA	Intron	0.0851236843861901	NA
GUSBP11	8.0418705128424	NA	Intergenic	0.347523313428034	NA
GXYLT1	9.21148480077338	0.0328342920264512	Intron	-0.473019093887076	NA
HACD1	1.23848083743405	1	Intergenic	-0.964720459510344	NA
HACL1	0.222002637141371	NA	Exon	0.0980361463522496	NA
HAGHL	8.45704494596348	NA	Promoter	-0.287303327728322	NA
HCCS-DT	6.44349405866943	NA	Intron	-1.27323762042303	NA
HCLS1	-0.685074191638843	1	Promoter	0.140850215598951	NA
HDAC4	1.40676751840987	NA	Intergenic	0.21759062698035	NA
HDAC7	0	1	Intron	-0.323083822684658	NA
HDAC8	-3.43786824190785	NA	UTR	-0.039747352075526	NA
HDAC9	-7.21858415918759	NA	Intergenic	0.393151713842562	NA
HDGFL3	2.98811834034793	NA	Promoter	-0.00548487579975284	NA
HECA	0	NA	Intron	-0.0250909833487609	NA
HECTD3	16.585339479164	NA	UTR	0.317108972414619	NA
HECTD4	2.70907966825932	NA	Intron	0.0947544943770883	NA
HELB	8.28345216729373	NA	Intergenic	-0.31729122747871	NA
HGSNAT	-23.6247805324108	NA	Intergenic	-0.38867144365548	NA
HINT3	-5.70051322532816	NA	Intron	-0.524241663583296	NA
HIP1	0.276730710772431	1	Intron	-0.00054549981423875	NA
HIRIP3	-3.73792388239928	NA	Promoter	-1.52804746432991	NA
HK3	1.72999655436121	1	UTR	-0.187217962138948	NA
HMGB3	0	1	Promoter	-0.864278773871907	NA
HMGCS1	-2.69487966508828	NA	Intron	-0.25534961812289	NA
HMGN3-AS1	6.09619839291354	NA	Intron	-0.172291509092838	NA
HNF4G	-15.3025531406178	NA	Intergenic	-0.763979928815865	NA
HNMT	0.277682768353043	NA	Intergenic	0.241681537556514	NA
HPS1	-4.15307555249615	NA	Intron	0.578464016752172	NA
HRH1	-1.53874023266933	1	Intergenic	-0.491277472867909	NA
HS6ST1	-4.02995989867769	NA	Intron	-0.389891522019951	NA
HSD17B12	-0.344367113986084	NA	Promoter	-0.00612458948864538	NA
HSD17B2-AS1	7.39228898936357	NA	Intron	-0.615455460525307	NA
HSD17B7P2	-23.1127075728702	NA	Exon	-0.230613090089828	NA
HSDL2-AS1	-23.0149124142442	NA	Intron	-0.0271704220377205	NA
HSP90AA1	-0.660569258958211	NA	Intron	-0.219114496393321	NA
HSPD1	0.761928359146022	NA	UTR	-0.399663172908155	NA
HTT-AS	-6.89796592993968	NA	Promoter	0.0155620867445912	NA
HUNK	-6.7071159284235	NA	Intron	-0.557826824439193	NA
HUS1	-21.7056732997977	NA	Intron	-0.463769623886565	NA
HYDIN2	-5.11159961286381	NA	Promoter	0.479292982625899	NA
IER2	5.78878257888849	NA	UTR	-0.90133861452629	NA
IFITM3	-6.14935436789134	NA	Intergenic	-0.927306538823816	NA
IGF2BP3	-4.04205597489467	NA	Promoter	-0.0109516032274505	NA
IGFBP5	0.819474421809108	NA	Intron	-0.265875855602629	NA
IGFBP7	-0.167766256133871	NA	Intergenic	-0.392177113073714	NA
IL12A-AS1	9.48220279707747	NA	Intron	0.843072786212364	NA
IL20RB-AS1	4.41235643187131	NA	Intergenic	-0.163298341912817	NA
ILF3	4.68316928693165	NA	Promoter	-0.143861359520609	NA
IMMP2L	1.16076568661391	NA	Intron	0.145017645554201	NA
IMPA2	8.23823070095979	NA	Promoter	-1.27168390581148	NA
INHBA	-8.6186661491657	NA	Intron	-0.583931455262172	NA
INSC	-2.2826031511186	NA	Intron	0.804809387087044	NA
INSYN2B	-4.94495260465007	NA	Intron	-0.410310246187825	NA
INTS13	21.2635510649886	NA	Intergenic	-0.497115044400253	NA
IPMK	1.48402768826858	NA	Intergenic	-0.000548492721668533	NA
IPO13	0.685584784364481	NA	Promoter	-0.0953250118527028	NA
IPO7	1.7739085055173	NA	Intron	-0.338333501082161	NA
IPO8	-6.89950419017753	0.105819075671796	Intergenic	-0.277606648992086	NA
IQCJ-SCHIP1	-6.54721612237406	NA	Intergenic	0.241758431505764	NA
IQSEC1	-20.4857459267022	NA	Intergenic	-0.316890865836706	NA
IRAIN	-4.31368123572059	NA	Intron	-0.888420524931809	NA
ITGA2B	-8.37112478730755	NA	Intron	-0.181866228457097	NA
ITGBL1	0	NA	Intergenic	-0.468798684396765	NA
ITPRID1	0	1	Promoter	-1.07833933636467	NA
JADE1	-7.03037417612184	NA	Exon	-0.392839516088751	NA
JAG1	0.584059747400336	NA	Intron	-0.0958597041104988	NA
JAK2	-3.08535833749113	NA	Intergenic	0.0546469758247647	NA
JMJD6	-6.71018338693949	NA	Promoter	-0.515467671608957	NA
JMJD8	5.78797747389989	0.0764432328866875	Promoter	-0.0388865349001807	NA
JPH1	8.40505448079117	0.0685319788042535	Promoter	-0.109567909969923	NA
JUND	2.52635264126913	NA	Promoter	-0.638962011175505	NA
KALRN	7.30443577312765	NA	Promoter	0.230294432516343	NA
KATNA1	-6.06895505101511	NA	UTR	-0.40861224461183	NA
KATNAL1	-23.4240566124808	NA	Intron	-0.296769577003536	NA
KAZN	-6.04413865189182	NA	Intron	0.243783835711934	NA
KBTBD2	-4.3019063141681	NA	Intergenic	-0.41345102609049	NA
KCNB1	-2.57706563024645	NA	Promoter	0.119328049120802	NA
KCND2	0.259037731797373	NA	Intron	-0.0214890310054285	NA
KCNH3	-17.4102445583758	NA	Promoter	-0.973609052933981	NA
KCNH7-AS1	-7.62787472101474	NA	Intron	-0.185164861721229	NA
KCNIP3	16.9680054208725	NA	Intron	-0.10781236217569	NA
KCNJ11	-7.24403042607521	NA	Intron	-0.913188242891092	NA
KCNJ4	8.45897771857633	NA	Intron	0.075180199408894	NA
KCNK1	-0.573571967147706	NA	Intergenic	0.679060047507866	NA
KCNK9	7.71138994081505	NA	Intergenic	-0.76568123148041	NA
KCNMB4	-9.67867621920716	0.0661564781640435	UTR	0.541836363104815	NA
KCNN2	-6.14930951116747	NA	Intergenic	-0.783006231462016	NA
KCNN3	-9.25724433828156	0.0505344639765825	Intron	-0.0370290326502211	NA
KCNQ5	-23.1968711747605	NA	Intron	-0.708062536405024	NA
KCTD20	-0.76146719806609	NA	Intron	-0.37023632317763	NA
KHDRBS2	-15.1235138552432	NA	Intron	1.12953703649233	KHDRBS2
KIAA1328	0.812011765183111	NA	Intron	-0.208378666646547	NA
KIAA1549L	0.912706617487184	NA	Intron	-0.361883398150308	NA
KIAA1755	9.52641729540958	NA	Intron	-0.158594399569878	NA
KIF13B	-22.1886046607465	NA	Intergenic	-0.23610595578018	NA
KIF16B	8.93517379583631	NA	Intron	-0.377163435483714	NA
KIF20A	0	1	Promoter	-2.30079244192967	NA
KIF26B-AS1	-17.8875548386999	NA	Intron	-0.0153036106516387	NA
KIF3B	-6.42945523151165	NA	Intron	-0.381553381112319	NA
KIF7	0.403167425846126	NA	UTR	-0.37862095435695	NA
KLF3-AS1	15.5935072028283	NA	Intron	0.111252646716343	NA
KLF9	-5.87310190445551	NA	Intron	-0.537356122896913	NA
KLHDC1	1.16123273228009	NA	UTR	0.0387681097600033	NA
KLHDC8A	-7.43247845134479	NA	Intron	0.0942303103346128	NA
KLHDC8B	-15.9742114813753	NA	Promoter	-0.061261075372484	NA
KLHL13	-0.976989015148444	1	Intergenic	-0.285803442907023	NA
KLHL4	-3.99764038875714	NA	Intergenic	-0.54842907245856	NA
KLHL41	2.00798128962262	NA	Intron	-0.701133529631694	NA
KLHL7	7.98123193659784	NA	Intron	-0.181526853264203	NA
KRIT1	7.69807123898358	NA	Intron	-0.035721943708087	NA
KRT18	-6.02551531425071	NA	UTR	0.501116271556494	NA
KSR1	3.08072174302836	NA	Intron	0.232581318722919	NA
KSR2	5.96828007830488	NA	Intron	0.37880495584273	NA
KTN1	5.25459549756576	NA	Intron	-0.216912295097399	NA
KY	-3.77023898519836	NA	Intron	-0.1071225822164	NA
L3MBTL3	1.23847319728899	1	Intergenic	-0.124819277453693	NA
L3MBTL4-AS1	-9.06869106625847	NA	Intron	-1.04970107952099	NA
LAMB4	6.45040097704271	NA	Intron	-0.585351071682418	NA
LAMTOR1	19.8256689739628	NA	UTR	-0.513526051730405	NA
LANCL2	-1.3946874411524	NA	Intron	-0.0961761185189627	NA
LARP1B	0.631600766178813	NA	Intergenic	-0.469173821752055	NA
LAS1L	2.82924157494936	NA	Intron	0.123600882101268	NA
LDB2	1.19165302963329	NA	Intron	-0.168099038416271	NA
LDB3	0	NA	Intergenic	-0.0291771612805405	NA
LHFPL3	5.6608867413001	NA	Intron	-0.00485951121007898	NA
LHFPL3-AS1	0.259636866608309	NA	Intron	-0.167049821335608	NA
LIG4	6.81586505488452	NA	Intergenic	-0.470365128906906	NA
LIN28B	-8.75529677684865	NA	Intron	1.09567805508202	LIN28B
LIN7A	-9.20890261279143	NA	Intron	0.0760145377254232	NA
LIN9	-1.17919690716438	NA	Promoter	-1.19113431079284	NA
LINC00158	-2.6385936093093	NA	Intron	0.680270491426273	NA
LINC00174	-0.436138971742458	NA	Promoter	0.18840805147026	NA
LINC00276	-2.21547199132615	NA	Intron	-0.807011968480327	NA
LINC00299	-7.05402566173913	NA	Intron	0.117049018697479	NA
LINC00540	0	1	Intron	1.12193654606124	NA
LINC00641	-3.11537942587415	NA	Intergenic	0.0304615155207915	NA
LINC00907	-9.39860528442177	0.0464092156781433	Intron	-0.02418077347924	NA
LINC01085	19.3819185652089	NA	Intron	-0.616135732082687	NA
LINC01090	-6.7426347843551	NA	Intron	1.0738674660778	NA
LINC01126	-22.8197610484266	NA	Intron	0.463048925375011	LINC01126
LINC01162	9.26588855221334	0.0653535403077185	Intron	0.927442166120109	NA
LINC01208	-9.08373174174015	0.0438184328867156	Intron	0.927755643736037	LINC01208
LINC01232	-2.37417760908025	NA	Promoter	-0.891047364934893	NA
LINC01258	-7.46961346931616	NA	Intron	-0.497003661764718	NA
LINC01277	1.26811096041332	NA	Intron	0.288673039838381	NA
LINC01341	-22.7471681001071	NA	Intron	0.137476022355706	NA
LINC01376	-2.21151615222239	NA	Intron	1.103457095139	NA
LINC01415	0.675479350558423	NA	Intron	-0.378930268000313	NA
LINC01422	6.1037521528818	NA	Intron	0.455106236909272	NA
LINC01429	-8.26387627355605	0.0631053267351674	Intron	-0.408868158977866	NA
LINC01470	2.78301050458726	0.821493430736792	Intron	0.74780665124096	NA
LINC01473	-5.75730872042311	NA	Intron	-0.149982844187627	NA
LINC01505	0	1	Intron	-0.126393774568269	NA
LINC01515	-1.27501688809945	NA	Intron	1.04768237505158	NA
LINC01567	-6.16426743540263	NA	Intergenic	0.273482837146701	NA
LINC01630	-6.63330243882759	NA	Intron	-0.908215478738289	NA
LINC01876	-5.96311466971914	NA	Intron	1.04621457811238	NA
LINC01937	-8.18422036245472	0.0751832172177248	Intron	0.308954048211426	NA
LINC01990	0.276705270271337	NA	Intron	1.01104826986891	NA
LINC02003	8.92659778536919	0.0344314628828522	Exon	-0.202031133609868	NA
LINC02006	-9.09806347787832	NA	Intron	-0.141612846957746	NA
LINC02021	-6.71593327933144	0.0441118306492639	Promoter	0.0104399070952597	NA
LINC02035	4.12453826308628	NA	Exon	0.0129423297864557	NA
LINC02060	-6.30500601387123	NA	Intron	-0.284429287859297	NA
LINC02073	-6.45571731712594	NA	Intron	-0.906741972830882	NA
LINC02119	-0.481255663126196	1	Exon	-0.0976468977202176	NA
LINC02150	0	NA	Intron	0.334864534037692	NA
LINC02233	8.14948669603874	NA	Intergenic	0.336847652889398	NA
LINC02240	-7.88546228773065	NA	Exon	0.628011655974849	NA
LINC02283	7.07645013095416	NA	Intergenic	0.837468863346951	NA
LINC02284	1.73931127361723	NA	Intron	0.132768191111365	NA
LINC02315	0	NA	Intron	1.18887253938312	NA
LINC02345	18.4889632790655	NA	Intron	-0.745841454455085	LINC02345
LINC02373	-8.42120907349347	0.0456693379356607	Intron	-1.07680269106656	NA
LINC02450	1.17385805271283	NA	Intergenic	-1.10995265449554	NA
LINC02516	20.1402672600653	NA	Intron	0.553726166848061	NA
LINC02542	-6.51876656224532	NA	Intron	0.73865359154433	NA
LINC02546	-4.4450974177625	NA	Intron	-0.642958138102235	NA
LINC02568	10.5869786175076	0.0328342920264512	Intron	0.108637344447931	NA
LINC02608	2.55216385382895	NA	Intron	-0.365025085952525	NA
LINC02742	1.22903310951461	NA	Exon	-0.745662057359822	NA
LINC02751	0.163065247792666	NA	Intergenic	0.8207840340795	NA
LINC02987	-2.35868945797407	NA	Intergenic	-0.37992835112571	NA
LINC03000	-10.0059709432415	NA	Intron	0.102830904789768	NA
LINC03018	-3.36890581904678	NA	Intron	-1.76692859041028	NA
LINGO1	-23.7498861667004	NA	Intron	0.118823643568087	NA
LLGL1	1.67389208642304	NA	UTR	-0.18729318722878	NA
LMAN2L	7.47443431192946	NA	Intron	-0.33315418530508	NA
LMBRD1	6.47941202682498	NA	Intron	-0.108831748288888	NA
LMNTD1	-21.0852015928909	NA	Intergenic	-0.159983378429415	NA
LMO3	4.36030477855959	NA	Intron	0.914246465227264	NA
LNX1	-1.28508098807621	1	Intron	-0.423041383793857	NA
LOXHD1	8.87083209044028	NA	UTR	0.210850291729199	NA
LPAL2	0.303057151759911	NA	Intron	-1.04514227610554	NA
LPL	19.2913820291003	NA	Intergenic	-0.624150061610103	NA
LRATD1	7.99649701100057	0.0593111022286735	Intron	-0.222944021872798	NA
LRBA	-1.03292858803655	NA	Intron	0.0342670344726907	NA
LRCH1	9.10610177774557	NA	Intron	0.0793222993720801	NA
LRIG1	2.20843861982907	NA	Intron	0.032833775017515	NA
LRIG3	-4.86511333835428	NA	Intron	0.486134619990714	NA
LRP1	-0.688557152366628	NA	UTR	0.32162602447064	NA
LRP1B	1.39679293293389	NA	Intergenic	0.0474017738305772	NA
LRPAP1	8.19797989933525	0.0379252716199222	Intron	0.0433545084452299	NA
LRRC3B	0.962798222401149	NA	Intergenic	-0.900174319646596	NA
LRRC4C	2.1972709686173	1	Intron	0.0515094566965974	NA
LRRC75B	6.01065023614926	NA	UTR	-0.558900271862296	NA
LRRC78P	2.82844756567488	NA	Intergenic	-1.65161883449547	NA
LRRC8B	1.6697696421538	NA	Exon	-0.186664449681728	NA
LRRIQ3	1.83582364062676	NA	Intergenic	0.182021737102749	NA
LRRN1	-8.40800705337993	0.0456693379356607	Intron	0.105429276460923	NA
LRRTM1	-7.62370052305407	0.0553556099848151	Intron	-1.00078655033819	NA
LRRTM4	-5.46994688491355	NA	Intron	0.253392388224515	NA
LUARIS	-3.33186722405881	NA	Intron	-0.735940862192012	NA
LUZP2	-16.221247920357	NA	Intron	-0.246323654402475	NA
LYRM4-AS1	1.03169264717777	NA	Intergenic	-0.496340545592403	NA
LYSMD3	13.6307460775326	NA	Intron	-0.301145972496666	NA
MACROD2	-6.45271374396925	NA	Intron	-0.132403407487795	NA
MAFF	7.33578297250235	NA	Promoter	-0.408060267608085	NA
MAFTRR	-5.82293752592994	0.0629415261298177	Promoter	-0.312635581595297	NA
MAGI1-AS1	-0.174235180646132	NA	Intron	0.333050248111984	NA
MAN2B2	-8.81125363482809	NA	Exon	-0.326100953941586	NA
MAP1B	-6.88239566721142	0.155191795412096	Intergenic	0.00646791578948305	NA
MAP2	2.14736608146099	NA	Intron	0.0628941525788658	NA
MAP3K3	7.86317790211748	NA	Promoter	-0.364519271598398	NA
MAP3K4-AS1	-22.0526522028187	NA	UTR	-0.850737802232332	NA
MAP4K3-DT	7.06712991761883	NA	Intron	-0.147507271957915	NA
MAPK11	-0.788110570229378	NA	Promoter	0.0747218455274767	NA
MAPK4	-22.4014656030213	NA	Intron	-0.392038731266971	NA
MARCHF1	2.77987640682989	NA	Intergenic	1.06710843936881	NA
MARCHF3	-21.0210263350455	NA	Intron	-0.0301247721393018	NA
MATN1-AS1	-7.5116261485559	NA	Promoter	-0.324482280463338	NA
MB21D2	0.2597575778958	NA	Intergenic	-0.134987908290399	NA
MBOAT1	-1.53394041147083	1	Intron	-1.52441658392504	NA
MBP	5.41539827048068	NA	Intron	-0.106070642413521	NA
MCFD2	0	1	Intron	-0.236357793201143	NA
MCPH1	7.17475465771846	NA	Promoter	-0.225985238334037	NA
