CHR	START	END	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	SYMBOL	location
chr1	1615558	1616226	32.0670625212172	0.577111683173335	2.9749227530691	0.19399215746962	NA	NA	MIB2	Promoter
chr1	1946784	1947205	56.4562912695164	8.66225080997112	3.20720411633309	2.70087293972264	0.00691577533635972	0.0419587980138872	TMEM52	Exon
chr1	2043410	2044074	14.752064105566	6.59899310181049	3.49590902858932	1.88763295836486	0.0590752422812216	0.123050735074249	LOC105378590	Intron
chr1	2132768	2133273	59.3563548169555	-0.664262211160767	3.78938123307529	-0.175295693492861	NA	NA	PRKCZ-AS1	Intron
chr1	2655754	2656366	28.7435283793052	21.7604449197281	3.83670418827256	5.67165041971233	NA	NA	LOC105378598	Intron
chr1	3286187	3286940	34.6871954428285	-21.4390541121186	3.88661573694289	-5.51612393999671	NA	NA	LOC105378604	Intron
chr1	3856768	3857210	18.514304501094	-5.31843789575417	2.87790428581867	-1.84802459274328	NA	NA	DFFB	Promoter
chr1	3866327	3866938	83.1885258053362	-6.74090229450795	3.31422788648058	-2.03392842176167	NA	NA	CEP104	UTR
chr1	3938235	3939005	22.0407814444665	1.23847183730716	3.98862574073261	0.310500888729581	0.756180083751178	1	LINC01346	Promoter
chr1	4157746	4158294	30.7210645310735	6.98928190238893	4.24932664474039	1.64479751422262	NA	NA	LINC02780	Intergenic
chr1	5378020	5378608	70.9478433077687	1.21727855076724	2.80448698614716	0.434046781739414	NA	NA	LOC105376686	Intergenic
chr1	5727817	5728008	20.0284901812205	0.649132987959597	3.28089598601686	0.197852352139841	NA	NA	LOC124903830	Intron
chr1	6348807	6349434	12.8065856437185	-5.17701290202938	3.06311071510735	-1.69011615430556	0.0910057349266335	0.179235695803217	ACOT7	Intron
chr1	6784639	6785243	139.92908649155	-7.75967135418826	3.00800984961538	-2.57966952973258	NA	NA	CAMTA1-DT	Promoter
chr1	7066570	7067121	37.7980170721166	8.96663380177382	3.99901246103539	2.24221201837722	NA	NA	CAMTA1-AS3	Intron
chr1	7460158	7460781	37.9671933419519	-1.64796687140195	3.6812669026726	-0.447662969019043	0.654396450805667	1	CAMTA1-AS1	Intron
chr1	8025829	8026258	14.5847913071782	7.54375198006259	3.26469046602142	2.31070971615141	0.0208488942076128	0.0631053267351674	ERRFI1	Promoter
chr1	8878884	8879492	13.9042964639619	-6.1466219169546	3.12533902549713	-1.96670564915014	NA	NA	ENO1	Promoter
chr1	10461197	10461611	36.1207815682565	-6.40225007437639	3.41074109749457	-1.87708474239786	NA	NA	PEX14	UTR
chr1	10610403	10610867	23.772821393827	4.54641695939133	4.10007492684471	1.10886192094302	NA	NA	DFFA	Intron
chr1	12316556	12317354	3.30264735581987	-4.31656042746215	4.26546146681901	-1.01197970279198	0.311547758318204	NA	NA	NA
chr1	12375858	12376487	12.4307928392955	0.838230839349189	4.08735535101698	0.205079022341581	NA	NA	LOC124903845	Intron
chr1	12763019	12763585	88.4963313673061	2.09306085453634	3.74876928497799	0.558332800827093	NA	NA	PRAMEF12	UTR
chr1	13848233	13848744	48.3589701087378	-6.04413865189182	3.40353855026606	-1.77583963355412	NA	NA	KAZN	Intron
chr1	14885477	14885795	44.9086438468213	-0.0239756788107296	3.29078441011638	-0.00728570329220737	NA	NA	LOC107985469	Intron
chr1	15747196	15748176	118.052536276331	2.83509991517789	3.1128235507812	0.910780797217493	NA	NA	SLC25A34-AS1	Promoter
chr1	16156634	16157391	82.9270851414239	1.13291484786572	3.56406894399833	0.317871193197167	NA	NA	EPHA2	Promoter
chr1	16484537	16485437	29.1733298742718	-7.33833337914601	2.83796536765529	-2.58577270278985	0.00971609795275457	0.0450761155576392	NA	NA
chr1	16609827	16610387	26.9472992889363	-7.98117393353806	3.7695242127577	-2.1172894729065	NA	NA	NA	NA
chr1	16643224	16644152	31.8636954073076	-4.62918136448863	3.17068334351591	-1.45999485377667	NA	NA	NA	NA
chr1	17156042	17156577	11.9102647250044	-5.97349747230948	3.77096523953017	-1.58407651433396	NA	NA	SDHB	Intergenic
chr1	19256006	19256560	31.8040479050638	-4.52624355237803	4.10604661218988	-1.1023361349432	NA	NA	MRTO4	Exon
chr1	19284205	19284863	23.1678248250849	-8.89026625710146	3.38840426550979	-2.62373245943364	NA	NA	AKR7A3	Exon
chr1	19376769	19377022	48.3487780661406	0.875301893519845	2.72570055968765	0.32112914619651	NA	NA	LOC124903868	UTR
chr1	19689953	19690584	14.1793706516798	-8.20705584406715	4.21015541033662	-1.94934748107338	NA	NA	HTR6	Intron
chr1	20043787	20044231	33.7099290082491	7.2855958902775	3.34133462127043	2.18044485694384	0.0292245021515013	0.0758956451330886	PLA2G5	Intron
chr1	20651514	20652355	7.05328024641533	0	4.40735632392327	0	1	NA	PINK1-AS	Promoter
chr1	20999944	21000287	36.0593847906177	-1.9528136470467	3.46996838653467	-0.562775630643974	NA	NA	MIR1256	Intron
chr1	21613048	21613791	13.4204660968763	7.4435620823696	4.12633623416185	1.80391554637368	0.0712445474399638	0.144082932630262	LINC02596	Exon
chr1	22184667	22186087	21.5387916272872	-2.845432043981	3.87904079591022	-0.733540118211961	NA	NA	LOC105376850	Exon
chr1	22331679	22332062	47.0267181787023	-0.708458654885512	4.0823062588778	-0.173543729930802	NA	NA	MIR4418	Intergenic
chr1	22678135	22678527	92.2605292488742	3.5473985980043	4.03464039816543	0.879235383559169	NA	NA	C1QB	Intergenic
chr1	22801450	22801964	53.3909688374336	-1.15477566392666	2.98452785362041	-0.386920719311045	0.69881490175079	1	MIR4253	Intron
chr1	24125027	24125443	101.789080467091	0.355585400285475	3.08158799641221	0.115390311975342	0.908135757593297	1	MYOM3	Intron
chr1	26857518	26857724	77.142440487816	9.11107194306502	2.800770932255	3.25305859116774	NA	NA	SFN	UTR
chr1	26907107	26907807	47.3194343843064	1.31094800879666	4.31466037961057	0.303835735250845	NA	NA	NR0B2	Intron
chr1	27199517	27200557	128.878925030463	-1.01983762018167	3.01290192687511	-0.338490148346586	NA	NA	SLC9A1	Intergenic
chr1	27914198	27914539	101.178840605929	1.34158627742685	3.42107828369083	0.392153048301333	NA	NA	RPA2	Promoter
chr1	27917456	27918507	63.5145179010201	-1.4498432928683	3.44707066126805	-0.420601558639055	NA	NA	NA	NA
chr1	28684066	28684738	30.9588139152707	-2.68703149849581	4.02676249528954	-0.667293266399264	NA	NA	LOC124904809	Intron
chr1	28729121	28729671	26.803315585117	-7.79345232915553	3.60438719518495	-2.16221285536878	NA	NA	YTHDF2	Intergenic
chr1	29195945	29196739	5.09061070310866	6.99320549062569	4.25126021914102	1.64497234470363	0.0999755143280486	NA	SRSF4	UTR
chr1	29340374	29341286	21.7111539255346	-8.81763390446538	3.74680910105346	-2.35337154006223	0.0186040347939856	0.0600644551920105	LINC01756	Intron
chr1	30165602	30165900	115.98454353204	9.21214023265416	3.61855208191907	2.54580838526126	NA	NA	LOC105378618	Intergenic
chr1	30267297	30267746	26.3253824311582	2.86105367717237	3.72051340507285	0.768994320319172	NA	NA	NA	NA
chr1	30303602	30304093	59.8536844794444	-7.51240006124831	3.42197967506363	-2.19533742879657	NA	NA	NA	NA
chr1	30610767	30611341	32.6554652578533	1.23846473095511	4.15389701864371	0.298145265854347	0.765592294488439	1	LOC124903888	Intergenic
chr1	30716746	30717356	53.8641549580749	-7.5116261485559	3.70327719651926	-2.02837264129624	NA	NA	MATN1-AS1	Promoter
chr1	31043789	31044485	62.7206463338841	18.3162387398092	3.7701398636117	4.85823852759212	NA	NA	PUM1	Intron
chr1	31572581	31572987	35.4277356529054	-6.65322812279163	4.24916632489039	-1.5657725808046	NA	NA	TINAGL1	Intron
